Date,Open,High,Low,Close,Adj Close,Volume
1/3/17,38.940498,39.481499,38.790001,39.306999,39.306999,33146000
1/4/17,39.417999,39.567001,39.158001,39.345001,39.345001,21460000
1/5/17,39.304001,39.723999,39.250999,39.701,39.701,26704000
1/6/17,39.763,40.395,39.610199,40.307499,40.307499,32804000
1/9/17,40.32,40.498299,40.141499,40.3325,40.3325,25492000
1/10/17,40.393002,40.456501,40.175499,40.239498,40.239498,23536000
1/11/17,40.25,40.407501,40.068501,40.3955,40.3955,21318000
1/12/17,40.356998,40.369499,39.9585,40.318001,40.318001,27062000
1/13/17,40.374001,40.561199,40.334499,40.394001,40.394001,21984000
1/17/17,40.354,40.356998,40.018501,40.230499,40.230499,27242000
1/18/17,40.290501,40.310249,40.0495,40.303501,40.303501,25888000
1/19/17,40.256001,40.473999,40.09,40.108749,40.108749,18386000
1/20/17,40.345501,40.345501,40.084499,40.250999,40.250999,33400000
1/23/17,40.362499,41.043499,40.187,40.9655,40.9655,39272000
1/24/17,41.115002,41.294998,40.891048,41.193501,41.193501,29480000
1/25/17,41.480999,41.788502,41.252998,41.783501,41.783501,29890000
1/26/17,41.890499,41.900002,41.350498,41.607498,41.607498,59478000
1/27/17,41.7355,42.0975,41.021999,41.165501,41.165501,59316000
1/30/17,40.733002,40.792,39.990002,40.116001,40.116001,64932000
1/31/17,39.842999,40.0625,39.526001,39.8395,39.8395,43212000
2/1/17,39.984001,40.059502,39.559502,39.784752,39.784752,40594000
2/2/17,39.689999,40.134998,39.599998,39.926498,39.926498,30642000
2/3/17,40.149502,40.299999,40.018501,40.074501,40.074501,29268000
2/6/17,39.985001,40.0835,39.762501,40.067001,40.067001,23690000
2/7/17,40.199501,40.525002,40.089001,40.348499,40.348499,24824000
2/8/17,40.349998,40.591999,40.1595,40.418999,40.418999,23106000
2/9/17,40.475498,40.533001,40.227001,40.478001,40.478001,19794000
2/10/17,40.584999,40.762501,40.488998,40.683498,40.683498,22700000
2/13/17,40.799999,41.047951,40.774502,40.962002,40.962002,24266000
2/14/17,40.950001,41.150002,40.799999,41.022499,41.022499,21094000
2/15/17,40.967999,41.150002,40.9235,40.949001,40.949001,26272000
2/16/17,40.996498,41.220001,40.949001,41.208,41.208,25752000
2/17/17,41.151001,41.4035,41.082748,41.4035,41.4035,32220000
2/21/17,41.432999,41.672501,41.4175,41.583,41.583,25246000
2/22/17,41.432999,41.662498,41.431999,41.537998,41.537998,19658000
2/23/17,41.506001,41.623001,41.144001,41.566502,41.566502,29456000
2/24/17,41.386501,41.450001,41.209999,41.431999,41.431999,27844000
2/27/17,41.227501,41.525002,41.200001,41.464001,41.464001,22030000
2/28/17,41.280499,41.426998,41.009998,41.1605,41.1605,45216000
3/1/17,41.442501,41.812752,41.362999,41.762001,41.762001,29930000
3/2/17,41.692501,41.725498,41.481998,41.531502,41.531502,18850000
3/3/17,41.528,41.568001,41.287552,41.453999,41.453999,17928000
3/6/17,41.3475,41.444,41.119999,41.389,41.389,22180000
3/7/17,41.369999,41.670502,41.326,41.595501,41.595501,20752000
3/8/17,41.675499,41.907501,41.5895,41.768501,41.768501,19796000
3/9/17,41.799999,42.099998,41.710499,41.933998,41.933998,25230000
3/10/17,42.164001,42.245499,41.974998,42.162498,42.162498,34080000
3/13/17,42.200001,42.43425,42.162498,42.277,42.277,24472000
3/14/17,42.181999,42.362,42.040001,42.280998,42.280998,15598000
3/15/17,42.379501,42.431499,42.038502,42.360001,42.360001,27630000
3/16/17,42.4515,42.5425,42.306499,42.438999,42.438999,19552000
3/17/17,42.580502,42.669998,42.355499,42.605999,42.605999,34246000
3/20/17,42.5005,42.511002,42.2575,42.419998,42.419998,24630000
3/21/17,42.57,42.674999,41.451,41.522999,41.522999,49270000
3/22/17,41.595501,41.7775,41.359001,41.4795,41.4795,28030000
3/23/17,41.049999,41.128502,40.61285,40.879002,40.879002,69742000
3/24/17,41.004002,41.0965,40.4445,40.7215,40.7215,39620000
3/27/17,40.3475,41.081501,40.168499,40.975498,40.975498,37886000
3/28/17,41.0205,41.2995,40.701351,41.046001,41.046001,32410000
3/29/17,41.25,41.638248,41.118999,41.570499,41.570499,35726000
3/30/17,41.674999,41.683998,41.450001,41.575001,41.575001,21106000
3/31/17,41.448502,41.582001,41.369499,41.478001,41.478001,28038000
4/3/17,41.460999,42.0425,41.460999,41.927502,41.927502,33430000
4/4/17,41.568001,41.758999,41.451801,41.7285,41.7285,20908000
4/5/17,41.775501,42.122501,41.535999,41.570499,41.570499,31106000
4/6/17,41.619999,41.8195,41.323002,41.394001,41.394001,25088000
4/7/17,41.397999,41.424252,41.02565,41.233501,41.233501,21146000
4/10/17,41.269501,41.467499,41.188499,41.2365,41.2365,19578000
4/11/17,41.2355,41.371349,40.851002,41.1675,41.1675,21594000
4/12/17,41.0965,41.333,41.050999,41.216,41.216,18010000
4/13/17,41.106998,41.319,41.071999,41.178001,41.178001,22448000
4/17/17,41.2505,41.887501,41.223499,41.858501,41.858501,17900000
4/18/17,41.710999,41.946499,41.635502,41.841,41.841,16734000
4/19/17,41.989498,42.111,41.814499,41.9105,41.9105,19084000
4/20/17,42.071999,42.259998,41.966,42.0825,42.0825,19180000
4/21/17,42.144001,42.194,42.029999,42.1595,42.1595,26472000
4/24/17,42.560001,43.172501,42.493,43.138,43.138,27450000
4/25/17,43.25,43.75,43.140499,43.615002,43.615002,33440000
4/26/17,43.711498,43.802502,43.387402,43.586498,43.586498,24744000
4/27/17,43.68,43.77,43.519001,43.712502,43.712502,40536000
4/28/17,45.533001,45.842499,45.288502,45.298,45.298,65526000
5/1/17,45.097,45.784,45.072498,45.628502,45.628502,42320000
5/2/17,45.480999,46.038502,45.472649,45.821999,45.821999,31744000
5/3/17,45.743,46.404999,45.627151,46.352001,46.352001,29990000
5/4/17,46.303501,46.796501,46.2295,46.583,46.583,28442000
5/5/17,46.676998,46.744999,46.259998,46.356499,46.356499,38226000
5/8/17,46.306,46.846249,46.263,46.715,46.715,26596000
5/9/17,46.8475,46.875,46.476501,46.608501,46.608501,31636000
5/10/17,46.598999,46.599998,46.257999,46.438999,46.438999,23478000
5/11/17,46.265999,46.626499,46.151501,46.529999,46.529999,16700000
5/12/17,46.5765,46.672001,46.392502,46.611,46.611,21012000
5/15/17,46.647499,46.912498,46.466999,46.854,46.854,22162000
5/16/17,47,47.155499,46.879002,47.150002,47.150002,19390000
5/17/17,46.783501,46.966648,45.907001,45.980999,45.980999,47242000
5/18/17,46.049999,46.658501,45.9375,46.512001,46.512001,31938000
5/19/17,46.573502,46.887749,46.549999,46.7005,46.7005,27860000
